entity_type,id,parent_id,name,category,subcategory,building_code,legacy_no,main_function,location,campus,nearby_area,description,docent_text,hours,restriction,phone,note,latitude,longitude,coordinate_source,source_url,related_content,tour_order
docent_spot,docent_shuttle_route2_student_hall,,학생회관 측면 제2노선 승강장,도슨트스팟,셔틀버스 승강장,,,,,전주캠퍼스,학생회관,제2노선 왕복 셔틀 승강장 · 10:33 / 11:03 / 11:33 / 13:03 / 13:33 / 14:03 / 15:48,학생회관 측면에서 제2노선 왕복 셔틀버스를 이용할 수 있습니다. 제2노선은 오후 추가 운행이 있어 15시 48분에도 이용할 수 있습니다.,,,,운행 시간: 10:33 / 11:03 / 11:33 / 13:03 / 13:33 / 14:03 / 15:48,35.845613,127.127985,user_provided,,,
docent_spot,docent_shuttle_route1_jinsudang,,진수당 건너편 제1노선 승강장,도슨트스팟,셔틀버스 승강장,,,,,전주캠퍼스,진수당,제1노선 순환 셔틀 승강장 · 10:35 / 11:05 / 11:35 / 13:05 / 13:35 / 14:05,진수당 건너편에 위치한 제1노선 승강장입니다. 학생회관 측면 출발 후 약 2분 뒤 도착합니다.,,,,운행 시간: 10:35 / 11:05 / 11:35 / 13:05 / 13:35 / 14:05,35.845139,127.130597,user_provided,,,
tour_stop,tour_01_new_gate,,신정문,,,,,,,,,,,,,,,35.841469,127.131761,,,,1
tour_stop,tour_02_international_center,,인터내셔널센터,,,,,,,,,,,,,,,35.844234,127.130495,,,,2
tour_stop,tour_03_university_headquarters,,대학본부,,,,,,,,,,,,,,,35.844230,127.130943,,,,3
tour_stop,tour_04_jinsudang,,진수당,,,,,,,,,,,,,,,35.845269,127.131021,,,,4
tour_stop,tour_05_engineering_entrance,,공대입구,,,,,,,,,,,,,,,35.846326,127.132598,,,,5
tour_stop,tour_06_central_library,,중앙도서관,,,,,,,,,,,,,,,35.847918,127.132056,,,,6
tour_stop,tour_07_geonji_plaza,,건지광장,,,,,,,,,,,,,,,35.846791,127.129371,,,,7
tour_stop,tour_08_stadium_swing,,대운동장 흔들그네,,,,,,,,,,,,,,,35.847422,127.129219,,,,8
tour_stop,tour_09_basketball_court,,농구장,,,,,,,,,,,,,,,35.846630,127.127405,,,,9
tour_stop,tour_10_museum,,박물관,,,,,,,,,,,,,,,35.845639,127.126740,,,,10
tour_stop,tour_11_student_town,,학생타운,,,,,,,,,,,,,,,35.845587,127.128323,,,,11
tour_stop,tour_12_old_gate,,구정문,,,,,,,,,,,,,,,35.844243,127.127534,,,,12
