name,type,address,office,phone,content
생활관대동관,지원시설,전북 전주시 덕진구 창포길 93,생활관,063-270-3630,생활관
생활관한빛관,지원시설,전북 전주시 덕진구 창포길 93,생활관,063-219-7991,생활관
생활관진리관,지원시설,전북 전주시 덕진구 창포길 93,생활관,NULL,생활관
생활관평화관,지원시설,전북 전주시 덕진구 창포길 93,생활관,063-270-3630,생활관
인재등용관,지원시설,전북 전주시 덕진구 백제대로 567 우림인재등용관,인재등용관,063-270-4968,"고시생을 위한 학사
·인재등용관 : 열람실(372석), 휴면실(4개실-40명 수용), 인터넷강의실(1개실), 일반강의실(3개실), 대단위강의실(1개실), 스터디룸(7개실), 세탁실, 샤워실
·상대 1호관 3층: 열람실(90석), 자료실(1개실), 스터디룸(1개실)
·농대 2호관 4층: 열람실(39석), 스터디룸(2개실)
·사회대별관 4층: 열람실(30석), 스터디룸(1개실)"
전북권역대학원격교육지원센터,지원시설,,건지아트홀 2층,063-270-4279,NULL
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5812,RISE사업단 업무 총괄
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5824,"총괄운영팀 업무 총괄, 예산 편성 및 집행 관리 총괄, 사업단 직원 인사 관리"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5855,"예산 편성 및 집행 관리, 사업 관련 제규정 관리, 사업운영위원회 관리, 전담인력 인건비 관리"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5856,"사업단 예산 집행 및 법인카드 관리, 물품 및 기자재 총괄 관리, 일반서무"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5857,"사업단 홍보 업무 관리 , RISE사업 관련 디자인 기획·편집(보고서 편집 포함), 홈페이지 관리 총괄"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5817,"혁신기획1팀, 혁신기획2팀 업무 총괄, 사업계획서 및 결과보고서 총괄 , 사업 성과관리 총괄"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5847,"혁신기획1팀 업무 총괄, Track 1-1 사업계획서 및 결과보고서 , Track 1-1 운영·관리 총괄"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5819,"과제별 마이크로디그리 교과 운영 지원 , 기업체 연계 교과목 기획 및 운영 총괄, 혁신기획1팀 성과 관리 및 점검"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5846,"글로벌 프로그램 기획·운영, 혁신기획1팀 사업 예산 집행 및 관리"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5815,"비교과 프로그램 기획·운영, 기업체 연계 교과목 기획 및 운영 지원, 혁신기획1팀 사업 예산 집행 및 관리"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5816,"기업지원(산업자문, 마케팅 등) 사업 운영 및 지원, 성과관리위원회 등 위원회 관리"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5821,"과제별 캡스톤디자인 프로그램 운영 지원, 혁신기획1팀 과제 입찰 및 조달계약"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5818,"기업지원(국가인증, 재직자교육 등) 운영 및 지원, 유료 가족회사 관리 및 운영, 홈페이지 관리 지원"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5814,"혁신기획2팀 업무 총괄, Track 1-3, 2, 4 사업계획서 및 결과보고서, Track 1-3, 2, 4 운영·관리 총괄"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5848,"혁신기획2팀 사업 과제 운영·관리 (예산 집행, 성과관리, 기자재 관리 포함)"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5820,"혁신기획2팀 사업 과제 운영·관리 (예산 집행, 성과관리, 기자재 관리 포함)"
전북대 RISE사업단,지원시설,,건지원 2층 RISE사업단,063-219-5858,"혁신기획2팀 사업 과제 운영·관리 (예산 집행, 성과관리, 기자재 관리 포함)"
전북대학교 산학고등연구원,지원시설,,NULL,NULL,NULL
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5533,창업육성지원본부 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5525,창업육성지원본부 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5530,창업프로그램 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5534,창업성장지원본부 업무 총괄
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5526,창업성장지원본부 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5508,창업프로그램 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5529,BM사업화지원실 업무 총괄
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5217,창업프로그램 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5217,창업프로그램 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5531,벤처혁신지원실 업무 총괄
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5532,벤처혁신지원실 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5532,벤처혁신지원실 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5216,이노폴리스캠퍼스 지원사업 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5535,실험실특화형 창업선도대학 운영
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-219-5532,실험실특화형 창업선도대학 이노베이터
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-732-5700,"BI 업무 총괄(입주기업 및 보육 운영, 신기술집적단지 관리)"
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-270-4256,"BI 실무 관리(인사・행정・회계 업무, 원스톱 창업상담창구 운영)"
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-211-7600,희망전북 POST-BI 관리
창업지원단,지원시설,,전북특별자치도 전주시 덕진구 백제대로 567 창업지원단,063-715-5700,창업보육센터 3센터 관리
평생교육원,지원시설,,전북특별자치도 전주시 완산구 현무2길 13 전북대학교 전북대평생교육원,063-288-0022,"국가평생학습기반 구축과 교육복지국가 건설을 위해 평생교육법에 보장된 제도적, 기능적 측면을 보다 효과적으로 지원하여 지역주민에게 한 차원 높은 양질의 평생교육을 제공"
